filename,label,class_name
LEAF_0009.jpg,0,large_leaf
LEAF_0010.jpg,0,large_leaf
LEAF_0011.jpg,0,large_leaf
LEAF_0012.jpg,0,large_leaf
LEAF_0013.jpg,0,large_leaf
LEAF_0014.jpg,0,large_leaf
LEAF_0015.jpg,0,large_leaf
LEAF_0016.jpg,0,large_leaf
LEAF_0017.jpg,0,large_leaf
LEAF_0018.jpg,0,large_leaf
LEAF_0019.jpg,0,large_leaf
LEAF_0020.jpg,0,large_leaf
LEAF_0021.jpg,0,large_leaf
LEAF_0022.jpg,0,large_leaf
LEAF_0023.jpg,0,large_leaf
LEAF_0024.jpg,0,large_leaf
LEAF_0025.jpg,0,large_leaf
LEAF_0026.jpg,0,large_leaf
LEAF_0027.jpg,0,large_leaf
LEAF_0028.jpg,0,large_leaf
LEAF_0029.jpg,0,large_leaf
LEAF_0030.jpg,0,large_leaf
LEAF_0031.jpg,0,large_leaf
LEAF_0032.jpg,0,large_leaf
LEAF_0033.jpg,0,large_leaf
LEAF_0034.jpg,0,large_leaf
LEAF_0035.jpg,0,large_leaf
LEAF_0036.jpg,0,large_leaf
LEAF_0037.jpg,0,large_leaf
LEAF_0038.jpg,0,large_leaf
LEAF_0039.jpg,0,large_leaf
LEAF_0040.jpg,0,large_leaf
LEAF_0041.jpg,0,large_leaf
LEAF_0042.jpg,0,large_leaf
LEAF_0043.jpg,0,large_leaf
LEAF_0044.jpg,0,large_leaf
LEAF_0045.jpg,0,large_leaf
LEAF_0046.jpg,0,large_leaf
LEAF_0047.jpg,0,large_leaf
LEAF_0048.jpg,0,large_leaf
LEAF_0049.jpg,0,large_leaf
LEAF_0050.jpg,0,large_leaf
LEAF_0051.jpg,0,large_leaf
LEAF_0052.jpg,0,large_leaf
LEAF_0053.jpg,0,large_leaf
LEAF_0054.jpg,0,large_leaf
LEAF_0055.jpg,0,large_leaf
LEAF_0056.jpg,0,large_leaf
LEAF_0057.jpg,0,large_leaf
LEAF_0058.jpg,0,large_leaf
LEAF_0059.jpg,0,large_leaf
LEAF_0060.jpg,0,large_leaf
LEAF_0061.jpg,0,large_leaf
LEAF_0062.jpg,0,large_leaf
LEAF_0063.jpg,0,large_leaf
LEAF_0064.jpg,0,large_leaf
LEAF_0065.jpg,0,large_leaf
LEAF_0066.jpg,0,large_leaf
LEAF_0067.jpg,0,large_leaf
LEAF_0068.jpg,0,large_leaf
LEAF_0069.jpg,0,large_leaf
LEAF_0070.jpg,0,large_leaf
LEAF_0100.jpg,1,small_leaf
LEAF_0101.jpg,1,small_leaf
LEAF_0102.jpg,1,small_leaf
LEAF_0103.jpg,1,small_leaf
LEAF_0104.jpg,1,small_leaf
